,region,ISO_3_codes,year,value
14037,Saudi Arabia,SAU,2012,29154906
14038,Sudan,SDN,2012,36193781
14039,Senegal,SEN,2012,13401990
14040,Singapore,SGP,2012,5312437
14041,Solomon Islands,SLB,2012,556066
14042,Sierra Leone,SLE,2012,6712586
14043,El Salvador,SLV,2012,6237922
14044,San Marino,SMR,2012,32103
14045,Somalia,SOM,2012,12715487
14046,Serbia,SRB,2012,7199077
14047,Sub-Saharan Africa (excluding high income),SSA,2012,917637577
14048,South Sudan,SSD,2012,10113648
14049,Sub-Saharan Africa,SSF,2012,917725880
14050,Small states,SST,2012,36568506
14051,Sao Tome and Principe,STP,2012,188394
14052,Suriname,SUR,2012,541247
14053,Slovak Republic,SVK,2012,5407579
14054,Slovenia,SVN,2012,2057159
14055,Sweden,SWE,2012,9519374
14056,Eswatini,SWZ,2012,1079285
14057,Sint Maarten (Dutch part),SXM,2012,34640
14058,Seychelles,SYC,2012,88303
14059,Syrian Arab Republic,SYR,2012,20438861
14060,Turks and Caicos Islands,TCA,2012,34067
14061,Chad,TCD,2012,12784748
14062,East Asia & Pacific (IDA & IBRD countries),TEA,2012,1973056377
14063,Europe & Central Asia (IDA & IBRD countries),TEC,2012,444865680
14064,Togo,TGO,2012,6773807
14065,Thailand,THA,2012,67835969
14066,Tajikistan,TJK,2012,7874838
14067,Turkmenistan,TKM,2012,5267906
14068,Latin America & the Caribbean (IDA & IBRD countries),TLA,2012,586999600
14069,Timor-Leste,TLS,2012,1133002
14070,Middle East & North Africa (IDA & IBRD countries),TMN,2012,341018430
14071,Tonga,TON,2012,102736
14072,South Asia (IDA & IBRD),TSA,2012,1683740452
14073,Sub-Saharan Africa (IDA & IBRD countries),TSS,2012,917725880
14074,Trinidad and Tobago,TTO,2012,1344814
14075,Tunisia,TUN,2012,10846993
14076,Turkiye,TUR,2012,74651046
14077,Tuvalu,TUV,2012,10744
14078,Tanzania,TZA,2012,47053033
14079,Uganda,UGA,2012,34558700
14080,Ukraine,UKR,2012,45593342
14081,Upper middle income,UMC,2012,2354967527
14082,Uruguay,URY,2012,3378975
14083,United States,USA,2012,313877662
14084,Uzbekistan,UZB,2012,29774500
14085,St. Vincent and the Grenadines,VCT,2012,108435
14086,"Venezuela, RB",VEN,2012,29360827
14087,British Virgin Islands,VGB,2012,28654
14088,Virgin Islands (U.S.),VIR,2012,108188
14089,Vietnam,VNM,2012,89801926
14090,Vanuatu,VUT,2012,249505
14091,World,WLD,2012,7089254548
14092,Samoa,WSM,2012,189089
14093,Kosovo,XKX,2012,1807106
14094,"Yemen, Rep.",YEM,2012,24473176
14095,South Africa,ZAF,2012,52832659
14096,Zambia,ZMB,2012,14465148
14097,Zimbabwe,ZWE,2012,13115149
14098,Aruba,ABW,2013,103165
14099,Africa Eastern and Southern,AFE,2013,562601578
14100,Afghanistan,AFG,2013,32269592
14101,Africa Western and Central,AFW,2013,380437896
14102,Angola,AGO,2013,26015786
14103,Albania,ALB,2013,2895092
14104,Andorra,AND,2013,80770
14105,Arab World,ARB,2013,379696477
14106,United Arab Emirates,ARE,2013,9197908
14107,Argentina,ARG,2013,42202935
14108,Armenia,ARM,2013,2897593
14109,American Samoa,ASM,2013,55717
14110,Antigua and Barbuda,ATG,2013,91510
14111,Australia,AUS,2013,23128129
14112,Austria,AUT,2013,8479823
14113,Azerbaijan,AZE,2013,9416801
14114,Burundi,BDI,2013,9540302
14115,Belgium,BEL,2013,11159407
14116,Benin,BEN,2013,10004594
14117,Burkina Faso,BFA,2013,17072791
14118,Bangladesh,BGD,2013,152761413
14119,Bulgaria,BGR,2013,7265115
14120,Bahrain,BHR,2013,1315029
14121,"Bahamas, The",BHS,2013,367162
14122,Bosnia and Herzegovina,BIH,2013,3542598
14123,Belarus,BLR,2013,9443211
14124,Belize,BLZ,2013,345707
14125,Bermuda,BMU,2013,65001
14126,Bolivia,BOL,2013,10542375
14127,Brazil,BRA,2013,201035904
14128,Barbados,BRB,2013,284294
14129,Brunei Darussalam,BRN,2013,404414
14130,Bhutan,BTN,2013,710235
14131,Botswana,BWA,2013,2062551
14132,Central African Republic,CAF,2013,4447945
14133,Canada,CAN,2013,35082954
14134,Central Europe and the Baltics,CEB,2013,103713726
14135,Switzerland,CHE,2013,8089346
14136,Channel Islands,CHI,2013,163039
14137,Chile,CHL,2013,17571511
14138,China,CHN,2013,1363240000
14139,Cote d'Ivoire,CIV,2013,22087506
14140,Cameroon,CMR,2013,22077300
14141,"Congo, Dem. Rep.",COD,2013,71358804
14142,"Congo, Rep.",COG,2013,4622757
14143,Colombia,COL,2013,46495492
14144,Comoros,COM,2013,741511
14145,Cabo Verde,CPV,2013,511740
14146,Costa Rica,CRI,2013,4742111
14147,Caribbean small states,CSS,2013,7123315
14148,Cuba,CUB,2013,11282722
14149,Curacao,CUW,2013,153822
14150,Cayman Islands,CYM,2013,59933
14151,Cyprus,CYP,2013,1143866
14152,Czechia,CZE,2013,10514272
14153,Germany,DEU,2013,80645605
14154,Djibouti,DJI,2013,883296
14155,Dominica,DMA,2013,71019
14156,Denmark,DNK,2013,5614932
14157,Dominican Republic,DOM,2013,10048226
14158,Algeria,DZA,2013,38140135
14159,East Asia & Pacific (excluding high income),EAP,2013,2014796921
14160,Early-demographic dividend,EAR,2013,3037084158
14161,East Asia & Pacific,EAS,2013,2257904491
14162,Europe & Central Asia (excluding high income),ECA,2013,385050864
14163,Europe & Central Asia,ECS,2013,898022522
14164,Ecuador,ECU,2013,15707473
14165,"Egypt, Arab Rep.",EGY,2013,88404652
14166,Euro area,EMU,2013,337302111
14167,Eritrea,ERI,2013,
14168,Spain,ESP,2013,46620045
14169,Estonia,EST,2013,1317997
14170,Ethiopia,ETH,2013,95385793
14171,European Union,EUU,2013,442469469
14172,Fragile and conflict affected situations,FCS,2013,825010695
14173,Finland,FIN,2013,5438972
14174,Fiji,FJI,2013,865602
14175,France,FRA,2013,65998685
14176,Faroe Islands,FRO,2013,47901
14177,"Micronesia, Fed. Sts.",FSM,2013,105922
14178,Gabon,GAB,2013,1817070
14179,United Kingdom,GBR,2013,64128273
14180,Georgia,GEO,2013,3717668
14181,Ghana,GHA,2013,26607641
14182,Gibraltar,GIB,2013,33694
14183,Guinea,GIN,2013,10892821
14184,"Gambia, The",GMB,2013,1963708
14185,Guinea-Bissau,GNB,2013,1648259
14186,Equatorial Guinea,GNQ,2013,1076412
14187,Greece,GRC,2013,10965211
14188,Grenada,GRD,2013,108172
14189,Greenland,GRL,2013,56483
14190,Guatemala,GTM,2013,15043981
14191,Guam,GUM,2013,160415
14192,Guyana,GUY,2013,759281
14193,High income,HIC,2013,1197153389
14194,"Hong Kong SAR, China",HKG,2013,7178900
14195,Honduras,HND,2013,8798524
14196,Heavily indebted poor countries (HIPC),HPC,2013,679013004
14197,Croatia,HRV,2013,4255689
14198,Haiti,HTI,2013,10400672
14199,Hungary,HUN,2013,9893082
14200,IBRD only,IBD,2013,4566062769
14201,IDA & IBRD total,IBT,2013,6026674017
14202,IDA total,IDA,2013,1460611248
14203,IDA blend,IDB,2013,489624577
14204,Indonesia,IDN,2013,251805314
14205,IDA only,IDX,2013,970986671
14206,Isle of Man,IMN,2013,83985
14207,India,IND,2013,1280842119
14208,Not classified,INX,2013,
14209,Ireland,IRL,2013,4623816
14210,"Iran, Islamic Rep.",IRN,2013,76481963
14211,Iraq,IRQ,2013,33157061
14212,Iceland,ISL,2013,323764
14213,Israel,ISR,2013,8059500
14214,Italy,ITA,2013,60233948
14215,Jamaica,JAM,2013,2858710
14216,Jordan,JOR,2013,8518992
14217,Japan,JPN,2013,127445000
14218,Kazakhstan,KAZ,2013,17035551
14219,Kenya,KEN,2013,45519986
14220,Kyrgyz Republic,KGZ,2013,5719600
14221,Cambodia,KHM,2013,15026330
14222,Kiribati,KIR,2013,107887
14223,St. Kitts and Nevis,KNA,2013,50328
14224,"Korea, Rep.",KOR,2013,50428893
14225,Kuwait,KWT,2013,3526382
14226,Latin America & Caribbean (excluding high income),LAC,2013,548716683
14227,Lao PDR,LAO,2013,6541302
14228,Lebanon,LBN,2013,5913016
14229,Liberia,LBR,2013,4248337
14230,Libya,LBY,2013,6320350
14231,St. Lucia,LCA,2013,177505
14232,Latin America & Caribbean,LCN,2013,609595811
14233,Least developed countries: UN classification,LDC,2013,897536802
14234,Low income,LIC,2013,570043355
14235,Liechtenstein,LIE,2013,36940
14236,Sri Lanka,LKA,2013,20585000
14237,Lower middle income,LMC,2013,3003828154
14238,Low & middle income,LMY,2013,5948565943
14239,Lesotho,LSO,2013,2028528
14240,Late-demographic dividend,LTE,2013,2226143139
14241,Lithuania,LTU,2013,2957689
14242,Luxembourg,LUX,2013,543360
14243,Latvia,LVA,2013,2012647
14244,"Macao SAR, China",MAC,2013,577368
14245,St. Martin (French part),MAF,2013,36458
14246,Morocco,MAR,2013,33715705
14247,Monaco,MCO,2013,36899
14248,Moldova,MDA,2013,2858692
14249,Madagascar,MDG,2013,22961259
14250,Maldives,MDV,2013,415592
14251,Middle East & North Africa,MEA,2013,409968633
14252,Mexico,MEX,2013,118827158
14253,Marshall Islands,MHL,2013,56933
14254,Middle income,MIC,2013,5378522588
14255,North Macedonia,MKD,2013,2064032
14256,Mali,MLI,2013,16449854
14257,Malta,MLT,2013,425967
14258,Myanmar,MMR,2013,51852464
14259,Middle East & North Africa (excluding high income),MNA,2013,351290405
14260,Montenegro,MNE,2013,621207
14261,Mongolia,MNG,2013,2881783
14262,Northern Mariana Islands,MNP,2013,54786
14263,Mozambique,MOZ,2013,25560752
14264,Mauritania,MRT,2013,3817497
14265,Mauritius,MUS,2013,1258653
14266,Malawi,MWI,2013,15839287
14267,Malaysia,MYS,2013,29468923
14268,North America,NAC,2013,351207902
14269,Namibia,NAM,2013,2233506
14270,New Caledonia,NCL,2013,263650
14271,Niger,NER,2013,18504287
14272,Nigeria,NGA,2013,171765819
14273,Nicaragua,NIC,2013,6062462
14274,Netherlands,NLD,2013,16804432
14275,Norway,NOR,2013,5079623
14276,Nepal,NPL,2013,26916795
14277,Nauru,NRU,2013,10208
14278,New Zealand,NZL,2013,4442100
14279,OECD members,OED,2013,1315224394
14280,Oman,OMN,2013,3764805
14281,Other small states,OSS,2013,27794594
14282,Pakistan,PAK,2013,191260799
14283,Panama,PAN,2013,3835447
14284,Peru,PER,2013,29773986
14285,Philippines,PHL,2013,98871558
14286,Palau,PLW,2013,17603
14287,Papua New Guinea,PNG,2013,7788388
14288,Poland,POL,2013,38040196
14289,Pre-demographic dividend,PRE,2013,798496024
14290,Puerto Rico,PRI,2013,3593077
14291,"Korea, Dem. People's Rep.",PRK,2013,24929500
14292,Portugal,PRT,2013,10457295
14293,Paraguay,PRY,2013,6510273
14294,West Bank and Gaza,PSE,2013,4076708
14295,Pacific island small states,PSS,2013,2295450
14296,Post-demographic dividend,PST,2013,1087107539
14297,French Polynesia,PYF,2013,270332
14298,Qatar,QAT,2013,2336579
14299,Romania,ROU,2013,19983693
14300,Russian Federation,RUS,2013,143506995
14301,Rwanda,RWA,2013,10811538
14302,South Asia,SAS,2013,1705761545
14303,Saudi Arabia,SAU,2013,30052058
14304,Sudan,SDN,2013,37072555
14305,Senegal,SEN,2013,13782429
14306,Singapore,SGP,2013,5399162
14307,Solomon Islands,SLB,2013,571329
14308,Sierra Leone,SLE,2013,6863975
14309,El Salvador,SLV,2013,6266076
14310,San Marino,SMR,2013,32554
14311,Somalia,SOM,2013,13063711
14312,Serbia,SRB,2013,7164132
14313,Sub-Saharan Africa (excluding high income),SSA,2013,942949525
14314,South Sudan,SSD,2013,10355030
14315,Sub-Saharan Africa,SSF,2013,943039474
14316,Small states,SST,2013,37213359
14317,Sao Tome and Principe,STP,2013,192076
14318,Suriname,SUR,2013,547295
14319,Slovak Republic,SVK,2013,5413393
14320,Slovenia,SVN,2013,2059953
14321,Sweden,SWE,2013,9600379
14322,Eswatini,SWZ,2013,1086843
14323,Sint Maarten (Dutch part),SXM,2013,36607
14324,Seychelles,SYC,2013,89949
14325,Syrian Arab Republic,SYR,2013,19578466
14326,Turks and Caicos Islands,TCA,2013,34733
14327,Chad,TCD,2013,13220433
14328,East Asia & Pacific (IDA & IBRD countries),TEA,2013,1989821912
14329,Europe & Central Asia (IDA & IBRD countries),TEC,2013,447330442
14330,Togo,TGO,2013,6954721
14331,Thailand,THA,2013,68144519
14332,Tajikistan,TJK,2013,8059782
14333,Turkmenistan,TKM,2013,5366376
14334,Latin America & the Caribbean (IDA & IBRD countries),TLA,2013,593506947
14335,Timor-Leste,TLS,2013,1153288
14336,Middle East & North Africa (IDA & IBRD countries),TMN,2013,347213697
14337,Tonga,TON,2013,101768
14338,South Asia (IDA & IBRD),TSA,2013,1705761545
14339,Sub-Saharan Africa (IDA & IBRD countries),TSS,2013,943039474
14340,Trinidad and Tobago,TTO,2013,1353708
14341,Tunisia,TUN,2013,10952949
14342,Turkiye,TUR,2013,75925454
14343,Tuvalu,TUV,2013,10849
14344,Tanzania,TZA,2013,48483132
14345,Uganda,UGA,2013,35694519
14346,Ukraine,UKR,2013,45489648
14347,Upper middle income,UMC,2013,2374694434
14348,Uruguay,URY,2013,3389436
14349,United States,USA,2013,316059947
14350,Uzbekistan,UZB,2013,30243200
14351,St. Vincent and the Grenadines,VCT,2013,108624
14352,"Venezuela, RB",VEN,2013,29781046
14353,British Virgin Islands,VGB,2013,28850
14354,Virgin Islands (U.S.),VIR,2013,108041
14355,Vietnam,VNM,2013,90752593
14356,Vanuatu,VUT,2013,256637
14357,World,WLD,2013,7175500378
14358,Samoa,WSM,2013,190712
14359,Kosovo,XKX,2013,1818117
14360,"Yemen, Rep.",YEM,2013,25147112
14361,South Africa,ZAF,2013,53687125
14362,Zambia,ZMB,2013,14926551
14363,Zimbabwe,ZWE,2013,13350378
14364,Aruba,ABW,2014,103776
14365,Africa Eastern and Southern,AFE,2014,578075373
14366,Afghanistan,AFG,2014,33370804
14367,Africa Western and Central,AFW,2014,390882979
14368,Angola,AGO,2014,26941773
14369,Albania,ALB,2014,2889104
14370,Andorra,AND,2014,79213
14371,Arab World,ARB,2014,387899835
14372,United Arab Emirates,ARE,2014,9214182
14373,Argentina,ARG,2014,42669500
14374,Armenia,ARM,2014,2912403
14375,American Samoa,ASM,2014,55791
14376,Antigua and Barbuda,ATG,2014,92562
14377,Australia,AUS,2014,23475686
14378,Austria,AUT,2014,8546356
14379,Azerbaijan,AZE,2014,9535079
14380,Burundi,BDI,2014,9844301
14381,Belgium,BEL,2014,11209057
14382,Benin,BEN,2014,10286839
14383,Burkina Faso,BFA,2014,17586029
14384,Bangladesh,BGD,2014,154517385
14385,Bulgaria,BGR,2014,7223938
14386,Bahrain,BHR,2014,1336073
14387,"Bahamas, The",BHS,2014,370625
14388,Bosnia and Herzegovina,BIH,2014,3482106
14389,Belarus,BLR,2014,9448515
14390,Belize,BLZ,2014,353366
14391,Bermuda,BMU,2014,65138
14392,Bolivia,BOL,2014,10706517
14393,Brazil,BRA,2014,202763744
14394,Barbados,BRB,2014,284825
14395,Brunei Darussalam,BRN,2014,409778
14396,Bhutan,BTN,2014,719053
14397,Botswana,BWA,2014,2088619
14398,Central African Republic,CAF,2014,4464171
14399,Canada,CAN,2014,35437435
14400,Central Europe and the Baltics,CEB,2014,103496179
14401,Switzerland,CHE,2014,8188649
14402,Channel Islands,CHI,2014,164107
14403,Chile,CHL,2014,17758969
14404,China,CHN,2014,1371860000
14405,Cote d'Ivoire,CIV,2014,22647672
14406,Cameroon,CMR,2014,22681853
14407,"Congo, Dem. Rep.",COD,2014,73767445
14408,"Congo, Rep.",COG,2014,4736965
14409,Colombia,COL,2014,46967706
14410,Comoros,COM,2014,759390
14411,Cabo Verde,CPV,2014,518276
14412,Costa Rica,CRI,2014,4795390
14413,Caribbean small states,CSS,2014,7173443
14414,Cuba,CUB,2014,11306909
14415,Curacao,CUW,2014,155909
14416,Cayman Islands,CYM,2014,60848
14417,Cyprus,CYP,2014,1152297
14418,Czechia,CZE,2014,10525347
14419,Germany,DEU,2014,80982500
14420,Djibouti,DJI,2014,898707
14421,Dominica,DMA,2014,71091
14422,Denmark,DNK,2014,5643475
14423,Dominican Republic,DOM,2014,10165182
14424,Algeria,DZA,2014,38923688
14425,East Asia & Pacific (excluding high income),EAP,2014,2031203532
14426,Early-demographic dividend,EAR,2014,3079685581
14427,East Asia & Pacific,EAS,2014,2275075985
14428,Europe & Central Asia (excluding high income),ECA,2014,387621858
14429,Europe & Central Asia,ECS,2014,902367876
14430,Ecuador,ECU,2014,15951832
14431,"Egypt, Arab Rep.",EGY,2014,90424668
14432,Euro area,EMU,2014,338462234
14433,Eritrea,ERI,2014,
14434,Spain,ESP,2014,46480882
14435,Estonia,EST,2014,1314545
14436,Ethiopia,ETH,2014,98094264
14437,European Union,EUU,2014,443576675
14438,Fragile and conflict affected situations,FCS,2014,843965097
14439,Finland,FIN,2014,5461512
14440,Fiji,FJI,2014,866447
14441,France,FRA,2014,66312067
14442,Faroe Islands,FRO,2014,47965
14443,"Micronesia, Fed. Sts.",FSM,2014,107444
14444,Gabon,GAB,2014,1883801
14445,United Kingdom,GBR,2014,64602298
14446,Georgia,GEO,2014,3719414
14447,Ghana,GHA,2014,27224480
14448,Gibraltar,GIB,2014,33726
14449,Guinea,GIN,2014,11150970
14450,"Gambia, The",GMB,2014,2024037
14451,Guinea-Bissau,GNB,2014,1692433
14452,Equatorial Guinea,GNQ,2014,1122273
14453,Greece,GRC,2014,10892413
14454,Grenada,GRD,2014,108900
14455,Greenland,GRL,2014,56295
14456,Guatemala,GTM,2014,15306316
14457,Guam,GUM,2014,161007
14458,Guyana,GUY,2014,763371
14459,High income,HIC,2014,1204216436
14460,"Hong Kong SAR, China",HKG,2014,7229500
14461,Honduras,HND,2014,8955579
14462,Heavily indebted poor countries (HIPC),HPC,2014,698336663
14463,Croatia,HRV,2014,4238389
14464,Haiti,HTI,2014,10549007
14465,Hungary,HUN,2014,9866468
14466,IBRD only,IBD,2014,4612371789
14467,IDA & IBRD total,IBT,2014,6105863361
14468,IDA total,IDA,2014,1493491572
14469,IDA blend,IDB,2014,501146189
14470,Indonesia,IDN,2014,255128076
14471,IDA only,IDX,2014,992345383
14472,Isle of Man,IMN,2014,83488
14473,India,IND,2014,1295600768
14474,Not classified,INX,2014,
14475,Ireland,IRL,2014,4657740
14476,"Iran, Islamic Rep.",IRN,2014,77465769
14477,Iraq,IRQ,2014,34411949
14478,Iceland,ISL,2014,327386
14479,Israel,ISR,2014,8215700
14480,Italy,ITA,2014,60789140
14481,Jamaica,JAM,2014,2875137
14482,Jordan,JOR,2014,8918822
14483,Japan,JPN,2014,127276000
14484,Kazakhstan,KAZ,2014,17288285
14485,Kenya,KEN,2014,46700063
14486,Kyrgyz Republic,KGZ,2014,5835500
14487,Cambodia,KHM,2014,15274506
14488,Kiribati,KIR,2014,109387
14489,St. Kitts and Nevis,KNA,2014,50776
14490,"Korea, Rep.",KOR,2014,50746659
14491,Kuwait,KWT,2014,3690939
14492,Latin America & Caribbean (excluding high income),LAC,2014,554632891
14493,Lao PDR,LAO,2014,6639763
14494,Lebanon,LBN,2014,6261046
14495,Liberia,LBR,2014,4359508
14496,Libya,LBY,2014,6362039
14497,St. Lucia,LCA,2014,178307
14498,Latin America & Caribbean,LCN,2014,615999056
14499,Least developed countries: UN classification,LDC,2014,918959067
14500,Low income,LIC,2014,584767206
14501,Liechtenstein,LIE,2014,37219
14502,Sri Lanka,LKA,2014,20778000
14503,Lower middle income,LMC,2014,3048756862
14504,Low & middle income,LMY,2014,6027587134
14505,Lesotho,LSO,2014,2043448
14506,Late-demographic dividend,LTE,2014,2241445370
14507,Lithuania,LTU,2014,2932367
14508,Luxembourg,LUX,2014,556319
14509,Latvia,LVA,2014,1993782
14510,"Macao SAR, China",MAC,2014,590210
14511,St. Martin (French part),MAF,2014,36018
14512,Morocco,MAR,2014,34192358
14513,Monaco,MCO,2014,37320
14514,Moldova,MDA,2014,2856950
14515,Madagascar,MDG,2014,23589897
14516,Maldives,MDV,2014,435018
14517,Middle East & North Africa,MEA,2014,417924350
14518,Mexico,MEX,2014,120355137
14519,Marshall Islands,MHL,2014,57183
14520,Middle income,MIC,2014,5442819928
14521,North Macedonia,MKD,2014,2067471
14522,Mali,MLI,2014,16934213
14523,Malta,MLT,2014,434558
14524,Myanmar,MMR,2014,52280816
14525,Middle East & North Africa (excluding high income),MNA,2014,357629838
14526,Montenegro,MNE,2014,621810
14527,Mongolia,MNG,2014,2940111
14528,Northern Mariana Islands,MNP,2014,55301
14529,Mozambique,MOZ,2014,26286192
14530,Mauritania,MRT,2014,3930894
14531,Mauritius,MUS,2014,1260934
14532,Malawi,MWI,2014,16289550
14533,Malaysia,MYS,2014,29866606
14534,North America,NAC,2014,353888902
14535,Namibia,NAM,2014,2273426
14536,New Caledonia,NCL,2014,268050
14537,Niger,NER,2014,19240182
14538,Nigeria,NGA,2014,176404931
14539,Nicaragua,NIC,2014,6142734
14540,Netherlands,NLD,2014,16865008
14541,Norway,NOR,2014,5137232
14542,Nepal,NPL,2014,26905982
14543,Nauru,NRU,2014,10289
14544,New Zealand,NZL,2014,4516500
14545,OECD members,OED,2014,1324034852
14546,Oman,OMN,2014,4027255
14547,Other small states,OSS,2014,28364446
14548,Pakistan,PAK,2014,195305012
14549,Panama,PAN,2014,3901311
14550,Peru,PER,2014,30090372
14551,Philippines,PHL,2014,100513137
14552,Palau,PLW,2014,17625
14553,Papua New Guinea,PNG,2014,7946733
14554,Poland,POL,2014,38011735
14555,Pre-demographic dividend,PRE,2014,821931559
14556,Puerto Rico,PRI,2014,3534874
14557,"Korea, Dem. People's Rep.",PRK,2014,25057793
14558,Portugal,PRT,2014,10401062
14559,Paraguay,PRY,2014,6599524
14560,West Bank and Gaza,PSE,2014,4173398
14561,Pacific island small states,PSS,2014,2323558
14562,Post-demographic dividend,PST,2014,1092062242
14563,French Polynesia,PYF,2014,271713
14564,Qatar,QAT,2014,2459202
14565,Romania,ROU,2014,19908979
14566,Russian Federation,RUS,2014,143819667
14567,Rwanda,RWA,2014,11083629
14568,South Asia,SAS,2014,1727632022
14569,Saudi Arabia,SAU,2014,30916603
14570,Sudan,SDN,2014,37977657
14571,Senegal,SEN,2014,14174740
14572,Singapore,SGP,2014,5469724
14573,Solomon Islands,SLB,2014,587079
14574,Sierra Leone,SLE,2014,7017153
14575,El Salvador,SLV,2014,6295124
14576,San Marino,SMR,2014,32941
14577,Somalia,SOM,2014,13423571
14578,Serbia,SRB,2014,7130576
14579,Sub-Saharan Africa (excluding high income),SSA,2014,968866993
14580,South Sudan,SSD,2014,10554882
14581,Sub-Saharan Africa,SSF,2014,968958352
14582,Small states,SST,2014,37861447
14583,Sao Tome and Principe,STP,2014,195727
14584,Suriname,SUR,2014,553278
14585,Slovak Republic,SVK,2014,5418649
14586,Slovenia,SVN,2014,2061980
14587,Sweden,SWE,2014,9696110
14588,Eswatini,SWZ,2014,1095022
14589,Sint Maarten (Dutch part),SXM,2014,37685
